Date,Open,High,Low,Close,Volume,Adjusted,Symbol,EPS,Dividend
2008-03-18,21.441,22.533,20.971,21.025,45757000,20.101976,MA,0.36,0.06
2008-03-19,22.541,23.01,21.679,20.839001,94190000,19.924149,MA,0.36,0.06
2008-03-20,21.609,23.267,21.166,22.038,58150000,21.070499,MA,0.36,0.06
2008-03-24,23.251,24.093,22.461,21.65,55200000,20.699532,MA,0.36,0.06
2008-03-25,22.818,24.056,22.547,22.497999,43698000,21.5103,MA,0.36,0.06
2008-03-26,23.46,23.789,23.125,22.285,19641000,21.306656,MA,0.36,0.06
2008-03-27,23.526,23.69,23.015,22.07,19559000,21.101097,MA,0.36,0.06
2008-03-28,23.266,23.285,22.54,21.76,17260000,20.804703,MA,0.36,0.06
2008-03-31,22.801,23.323,22.463,22.299,18218000,21.320044,MA,0.36,0.06
2008-04-01,23.715,24.448,23.481,22.959999,39142000,21.95203,MA,0.36,0.06
2008-04-02,23.99,24.056,23.36,22.375,21940000,21.392706,MA,0.36,0.06
2008-04-03,23.219,24.187,23.219,23.125,25037000,22.109781,MA,0.36,0.06
2008-04-04,24.262,24.354,23.562,22.657,19508000,21.662331,MA,0.36,0.06
2008-04-07,23.929,24.335,23.543,22.625,19722000,21.646053,MA,0.36,0.06
2008-04-08,23.549,24.333,23.547,23.146999,23586000,22.145473,MA,0.36,0.06
2008-04-09,24.249,24.687,23.707,22.875,22073000,21.885246,MA,0.36,0.06
2008-04-10,24.167,24.288,23.625,22.892,19732000,21.90151,MA,0.36,0.06
2008-04-11,23.596,24.143,23.554,22.860001,16114000,21.870901,MA,0.36,0.06
2008-04-14,23.781,24.04,23.209,22.709999,23535000,21.727381,MA,0.36,0.06
2008-04-15,23.842,23.988,22.979,22.468,25930000,21.495852,MA,0.36,0.06
2008-04-16,23.682,24.235,23.322,23.047001,23099000,22.049801,MA,0.36,0.06
2008-04-17,24.04,24.227,23.774,23.049999,10528000,22.052668,MA,0.36,0.06
2008-04-18,24.5,25.004,24.249,23.371,28231000,22.359772,MA,0.36,0.06
2008-04-21,24.528,24.922,24.147,23.6,17696000,22.578875,MA,0.36,0.06
2008-04-22,24.743,24.979,24.456,23.462,11480000,22.446846,MA,0.36,0.06
2008-04-23,24.429,24.799,24.197,23.393999,14534000,22.381784,MA,0.36,0.06
2008-04-24,24.523,25.217,24.198,23.955,16895000,22.918514,MA,0.36,0.06
2008-04-25,25.602,25.634,24.747,23.739,20232000,22.711861,MA,0.36,0.06
2008-04-28,25.013,25.347,24.622,24.25,27719000,23.200752,MA,0.36,0.06
2008-04-29,27.287,29.133,26.967,27.398001,131290000,26.212547,MA,0.36,0.06
2008-04-30,28.848,29.576,28.744,27.816,43698000,26.612455,MA,0.7,0.06
2008-05-01,29.213,31.111,28.913,29.393999,54672000,28.122181,MA,0.8,0.06
2008-05-02,31.156,31.19,29.46,28.504,44699000,27.270687,MA,0.8,0.06
2008-05-05,29.488,30.73,29.477,29.08,21558000,27.821768,MA,0.8,0.06
2008-05-06,30.41,31.506,30.212,29.601999,36255000,28.321186,MA,0.8,0.06
2008-05-07,30.944,31.455,30.417,29.101,28805000,27.841862,MA,0.8,0.06
2008-05-08,30.735,30.735,29.998,29.341,22814000,28.071478,MA,0.8,0.06
2008-05-09,30.474,30.877,29.825,28.684999,18315000,27.443857,MA,0.8,0.06
2008-05-12,29.952,30.623,29.507,29.025999,23204000,27.770107,MA,0.8,0.06
2008-05-13,30.506,30.594,29.957,28.879999,12926000,27.630419,MA,0.8,0.06
2008-05-14,30.521,30.855,29.841,28.646,24036000,27.406548,MA,0.8,0.06
2008-05-15,30.066,30.174,29.711,28.677,16355000,27.436207,MA,0.8,0.06
2008-05-16,30.102,30.186,29.329,28.34,19805000,27.113787,MA,0.8,0.06
2008-05-19,29.633,29.884,29.058,28,19982000,26.788498,MA,0.8,0.06
2008-05-20,29.081,29.176,28.557,27.764999,19104000,26.563662,MA,0.8,0.06
